UNITID,INSTNM,Snippet,Motto
241100,American University of Puerto Rico,"The American University of Puerto Rico (AUPR) is a private university in Puerto Rico with campuses in Bayamon and Manati. The university was founded in 1963 as the American Business College, and offers undergraduate studies in arts, business administration, education, and sciences, and graduate studies in criminal justice.
",N/A
241128,American University of Puerto Rico,"The American University of Puerto Rico (AUPR) is a private university in Puerto Rico with campuses in Bayamon and Manati. The university was founded in 1963 as the American Business College, and offers undergraduate studies in arts, business administration, education, and sciences, and graduate studies in criminal justice.
",N/A
241191,Universidad Adventista de las Antillas,"Divisions 
","Spirituality, Excellence and Service"
241216,Atlantic University College,"Atlantic University College (AUC) is the first and only university established in Guaynabo, Puerto Rico. It was founded in 1983 by Dr. Teresa de Dios Unanue and Colonel Ramón M. Barquín.
",N/A
241225,Universidad Central de Bayamon,"Other reasons this message may be displayed:
",N/A
241331,Carlos Albizu University-San Juan,"Other reasons this message may be displayed:
",N/A
241377,Caribbean University-Bayamon,"Other reasons this message may be displayed:
",N/A
241386,Caribbean University-Carolina,"Other reasons this message may be displayed:
",N/A
241395,Pontifical Catholic University of Puerto Rico-Arecibo,"Other reasons this message may be displayed:
",N/A
241410,Pontifical Catholic University of Puerto Rico-Ponce,"Other reasons this message may be displayed:
",N/A
241614,Universidad Teologica del Caribe,"Other reasons this message may be displayed:
",N/A
241720,Colegio Universitario de San Juan,"Other reasons this message may be displayed:
",N/A
241739,Universidad Ana G. Mendez-Cupey Campus,"Other reasons this message may be displayed:
",N/A
241766,Conservatory of Music of Puerto Rico,"The Puerto Rico Conservatory of Music (Spanish: Conservatorio de Música de Puerto Rico) is a public conservatory in San Juan, Puerto Rico.[2]  It has hosted a number of international musicians as students as well as faculty, and has a longstanding relationship with the classical music movement in Puerto Rico, including the annual Casals Festival and the Puerto Rico Symphony Orchestra (PRSO).
",N/A
241951,Escuela de Artes Plasticas y Diseno de Puerto Rico,"Other reasons this message may be displayed:
",N/A
242617,Inter American University of Puerto Rico-San German,"Other reasons this message may be displayed:
",N/A
242626,Inter American University of Puerto Rico-Aguadilla,"Other reasons this message may be displayed:
",N/A
242635,Inter American University of Puerto Rico-Arecibo,"Other reasons this message may be displayed:
",N/A
242644,Inter American University of Puerto Rico-Barranquitas,"Other reasons this message may be displayed:
",N/A
242653,Inter American University of Puerto Rico-Metro,"Other reasons this message may be displayed:
",N/A
242662,Inter American University of Puerto Rico-Ponce,"Other reasons this message may be displayed:
",N/A
242680,Inter American University of Puerto Rico-Fajardo,"Other reasons this message may be displayed:
",N/A
242699,Inter American University of Puerto Rico-Guayama,"Other reasons this message may be displayed:
",N/A
242705,Inter American University of Puerto Rico-Bayamon,"Other reasons this message may be displayed:
",N/A
243106,University of Puerto Rico-Aguadilla,"Other reasons this message may be displayed:
",N/A
243115,University of Puerto Rico-Arecibo,"Other reasons this message may be displayed:
",N/A
243133,University of Puerto Rico-Bayamon,"Other reasons this message may be displayed:
",N/A
243142,University of Puerto Rico-Carolina,"Other reasons this message may be displayed:
",N/A
243151,University of Puerto Rico-Cayey,"Other reasons this message may be displayed:
",N/A
243179,University of Puerto Rico-Humacao,"Other reasons this message may be displayed:
",N/A
243197,University of Puerto Rico-Mayaguez,"Other reasons this message may be displayed:
",N/A
243203,University of Puerto Rico-Medical Sciences,"Other reasons this message may be displayed:
",N/A
243212,University of Puerto Rico-Ponce,"Other reasons this message may be displayed:
",N/A
243221,University of Puerto Rico-Rio Piedras,"Other reasons this message may be displayed:
",N/A
243346,Universidad Ana G. Mendez-Carolina Campus,"Other reasons this message may be displayed:
",N/A
243443,Universidad del Sagrado Corazon,"Universidad del Sagrado Corazón (English: University of the Sacred Heart), abbreviated ""USC"" and often called simply Sagrado, is an educational institution of higher learning located in Santurce, Puerto Rico. It is one of the oldest and largest educational institutions in Puerto Rico.
",Latin: Danti Mihi Sapientiam Dabo Gloriam
243577,Universidad Politecnica de Puerto Rico,"Other reasons this message may be displayed:
",N/A
243586,Pontifical Catholic University of Puerto Rico-Mayaguez,"Other reasons this message may be displayed:
",N/A
243601,Universidad Ana G. Mendez-Gurabo Campus,"Other reasons this message may be displayed:
",N/A
243665,University of the Virgin Islands,"The University of the Virgin Islands (or UVI) is a public, historically black university (HBCU) located in the United States Virgin Islands.
",Historically American. Uniquely Caribbean. Globally Interactive.
243744,Stanford University,"
",German: Die Luft der Freiheit weht[1]
243780,Purdue University-Main Campus,"Other reasons this message may be displayed:
",N/A
243823,Parker University," Parker University is a private university focused on healthcare and located in Dallas, Texas. The university operates a second chiropractic clinic in Irving, Texas, the site of its first campus. It is accredited by the Southern Association of Colleges and Schools, the Council on Chiropractic Education, and the Commission of Massage Therapy  Accreditation.[1]
",N/A
244190,Widener University-Delaware Law School,"Other reasons this message may be displayed:
",N/A
245652,St. John's College,"Saint John's College or variations may refer to:
",N/A
245731,Yeshiva and Kollel Harbotzas Torah,"Other reasons this message may be displayed:
",N/A
245777,Bais Medrash Elyon,"Beth Medrash Elyon is a four-year, not-for-profit yeshiva in Monsey, New York.[1] It was considered one of the elite yeshivas during the 1950s and 1960s. It closed in the 1970s due to disagreements among the leaders of the yeshiva. Its past Roshei Yeshiva have included Rabbis Reuven Grozovsky, and Gedalia Schorr. Among its graduates are Rabbis Yisroel Belsky, Rav Yakov Moshe Kulefsky, J.D. Bleich, Yosef Goldman,  Nosson Scherman, Moshe Leib Rabinovich (current Munkatcher Rebbe), Lipa Margolis, and Professor Aaron Twerski. The two brothers, Rabbis Dovid Schustal and Shlomo Feivel Schustal studied there as well. Their father Rabbi Simcha Schustal was the Rosh kollel.
",N/A
245838,Antioch University-Los Angeles,"Other reasons this message may be displayed:
",N/A
245847,Antioch University-Santa Barbara,"Other reasons this message may be displayed:
",N/A
245883,Antioch University-Seattle,"Other reasons this message may be displayed:
",N/A
245892,Antioch University-Midwest,"Other reasons this message may be displayed:
",N/A
245953,Mid-America Christian University,"Mid-America Christian University (MACU) is a private liberal arts college in Oklahoma City, Oklahoma. MACU is accredited by The Higher Learning Commission and the Oklahoma Commission on Teacher Preparation.[2] As the Gulf Coast Bible College it was previously located in the Houston Heights, Houston, Texas.[3]
",Dream BIGGER. Do GREATER.
